"Sp","Order","diet_hoc","wild_status_reseq","IUCN","threatened","harm_mean_wt2","gw_het_mean","outbred_het_mode","froh","ppn_conserved","phylop_kurtosis","ppn_miss_conserved","het_miss_impc_L","het_miss_impc_V","het_lof_impc_L","het_lof_impc_V","hom_miss_impc_L","hom_miss_impc_V"
"Lemur_catta","PRIMATES","Omnivore","captive","EN",1,3.3315526078,0.00341765,0.002,0.1952908513,0.0258914987,23.6918826108,0.074393271,0.2782152231,0.3491498616,0.0008748906,0.0003955696,0.2504133035,0.3370737458
"Leptonychotes_weddellii","CARNIVORA","Carnivore","wild","LC",0,"NA","NA","NA","NA",0.0330931194,23.9923153047,0.10088572,"NA","NA","NA","NA",0.2869666861,0.3633463311
"Lepus_americanus","LAGOMORPHA","Omnivore","NA","LC",0,6.7196567631,0.00413877,0.003,0.0694709721,0.0289377239,27.5062625326,0.060885914,0.2527777778,0.314968815,0.0083333333,0.0020790021,0.2212168487,0.2817765939
"Lipotes_vexillifer","CETARTIODACTYLA","Carnivore","NA","CR",1,"NA","NA","NA","NA",0.0352033616,23.339805169,0.118666144,"NA","NA","NA","NA",0.3121937158,0.3895168498
"Loxodonta_africana","PROBOSCIDEA","Herbivore","wild","EN",1,1.0565797832,0.00245532,0.0008,0.1415816506,0.039037561,18.4695735189,0.091061652,0.4246231156,0.4296520424,0.0025125628,0.0015128593,0.2614494933,0.3538420378
"Lycaon_pictus","CARNIVORA","Carnivore","wild","EN",1,0.142677882,0.00259262,0.0022,0.0105269722,0.033037007,23.9412196083,0.088708866,"NA",0.6296296296,"NA",0,0.2412587413,0.3034727144
"Macaca_fascicularis","PRIMATES","Omnivore","captive","VU",1,1.9941141025,0.00434966,0.0045,0.0279958146,0.0294200419,24.1984271767,0.079508324,0.2916235781,0.3739009718,0.0056876939,0.0020838157,0.2464938377,0.3348937703
"Macaca_mulatta","PRIMATES","Omnivore","wild","LC",0,1.8294488581,0.00554396,0.0058,0.0074599924,0.0319913482,24.5365124989,0.088287154,0.2834293026,0.3541229385,0.0006402049,0.0030012005,0.2851754055,0.3512908521
"Macaca_nemestrina","PRIMATES","Omnivore","captive","VU",1,"NA","NA","NA","NA",0.0322782031,22.8024152737,0.09470405,"NA","NA","NA","NA",0.2931301653,0.3537367953
"Macroglossus_sobrinus","CHIROPTERA","Herbivore","wild","LC",0,4.7022902917,0.00259465,0.0007,0.2652732073,0.0328922263,21.0297385312,0.086848323,0.3053777209,0.3524379812,0.0038412292,0.001283148,0.2545217836,0.3314378832
"Mandrillus_leucophaeus","PRIMATES","Omnivore","NA","EN",1,3.4976100937,0.00260813,0.001,0.0446897696,0.0273088197,24.1152918781,0.07726753,0.3377885784,0.3814935065,0.00486618,0.0021645022,0.2455938697,0.3396665374
"Manis_javanica","PHOLIDOTA","Carnivore","wild","CR",1,4.886439149,0.00278216,0.0022,0.1223792213,0.0439772306,18.5369657379,0.123890845,0.3494897959,0.3778040142,0.0051020408,0.0023612751,0.2874315153,0.352740144
"Manis_pentadactyla","PHOLIDOTA","Carnivore","NA","CR",1,3.2763911723,0.00193404,0.0006,0.4104681849,0.0345882668,22.4764157799,0.112610889,0.625,0.5104408353,0.0109489051,0.0164705882,0.2866211522,0.3525220135
"Marmota_marmota","RODENTIA","Omnivore","wild","LC",0,1.4441813495,0.00091127,0.0005,0.6026483591,0.0289940856,26.2993012791,0.078745116,0.5212765957,0.5784753363,0,0.0044843049,0.2300613497,0.3086296263
"Megaderma_lyra","CHIROPTERA","Carnivore","wild","LC",0,2.4916827965,0.00163614,0.0016,0.1452915911,0.0301358814,22.9179590745,0.072921771,0.2883435583,0.3363390442,0.004601227,0.0045085663,0.2540911154,0.3352028834
"Mellivora_capensis","CARNIVORA","Omnivore","wild","LC",0,1.825096275,0.00298303,0.003,0.1096502903,0.0303512967,22.9390289105,0.075416709,0.2690863579,0.3271509531,0.0050062578,0.0041215868,0.2417510188,0.3166009322
"Meriones_unguiculatus","RODENTIA","Herbivore","captive","LC",0,14.3334060899,0.00064554,0.0002,0.7295323313,0.0307901528,23.701840174,0.060522981,0.3099415205,0.2901960784,0.0175438596,0.0078740157,0.2022174018,0.2637501251
"Mesocricetus_auratus","RODENTIA","Omnivore","captive","VU",1,2.6207076189,0.00101088,0.0005,0.6653692711,0.0334301968,21.7039690307,0.066516109,0.5643564356,0.4733727811,0.0198019802,0.005952381,0.2256088309,0.299880797
"Mesoplodon_bidens","CETARTIODACTYLA","Carnivore","wild","LC",0,0.6189263462,0.00175119,0.0015,0.0755602621,0.0367891661,23.0136160755,0.104382528,0.6053113553,0.5906389302,0.0168067227,0.0143613001,0.2953989776,0.3613662161
"Microcebus_murinus","PRIMATES","Omnivore","captive","LC",0,6.6314265917,0.00470608,0.0054,0.2557364628,0.0239834641,30.2476632387,0.057710327,0.2518272425,0.2933475822,0.0019946809,0.002137323,0.2176301843,0.302265625
"Microgale_talazaci","AFROSORICIDA","Carnivore","wild","LC",0,7.7825030646,0.00461713,0.0052,0.0807521787,0.0425264697,21.5249289271,0.080865972,0.2528735632,0.2989756722,0.0014367816,0.0025608195,0.2498388465,0.3251816637
"Micronycteris_hirsuta","CHIROPTERA","Carnivore","wild","LC",0,4.0611497832,0.00469223,0.0055,0.1587165692,0.0292885687,24.1917556508,0.068838121,0.2244245524,0.296400626,0.0019193858,0.0018785222,0.2257672104,0.3187448288
"Microtus_ochrogaster","RODENTIA","Herbivore","captive","LC",0,25.2022302393,0.00538527,0.0102,0.3447517421,0.036717688,21.1307310285,0.067933197,0.2580428954,0.281184669,0.00402955,0.0027874564,0.2141191741,0.2814215985
"Miniopterus_natalensis","CHIROPTERA","Carnivore","wild","LC",0,2.597690939,0.00134344,0.0008,0.2052103803,0.0265225087,26.5902650639,0.06754898,0.2583586626,0.3728571429,0,0.0014285714,0.2353069696,0.3163043478
"Miniopterus_schreibersii","CHIROPTERA","Carnivore","wild","VU",1,2.5133512431,0.00088121,0.0005,0.3855464235,0.0288579644,22.8373776867,0.069200949,0.2961373391,0.3662650602,0,0.0048192771,0.1948517432,0.2889177771
"Mirounga_angustirostris","CARNIVORA","Carnivore","wild","LC",0,0.4470964566,0.00035631,0.0004,0.6226381227,0.0312753425,24.2813189753,0.09344108,0.3793103448,0.3939393939,0,0.0075757576,0.2769311613,0.3767029253
"Mirza_coquereli","PRIMATES","Omnivore","captive","EN",1,4.2423294573,0.00371289,0.0008,0.1094603851,0.0266035369,24.9789791305,0.068054456,"NA","NA","NA","NA",0.224491956,0.3180308654
"Monodon_monoceros","CETARTIODACTYLA","Carnivore","wild","LC",0,0.1806594643,0.00086906,0.0006,0.1487198931,0.0390071352,22.2515775496,0.136681187,0.323943662,0.4501718213,0,0,0.3432392273,0.3970884658
"Mormoops_blainvillei","CHIROPTERA","Carnivore","wild","LC",0,4.6553464067,0.00410376,0.0041,0.0649223332,0.0260642008,25.6740721446,0.065378056,0.2232435982,0.2906824147,0.0045992116,0.000656168,0.2182467181,0.3223785846
"Moschus_moschiferus","CETARTIODACTYLA","Herbivore","captive","VU",1,2.1299945747,0.00145075,0.001,0.3123350992,0.0298704579,24.908997573,0.075185617,0.3314917127,0.3964165733,0.0027624309,0.0055991041,0.2497262236,0.3213000696
"Mungos_mungo","CARNIVORA","Carnivore","wild","LC",0,4.0759854784,0.00247901,0.0013,0.1030049282,0.0267049507,25.4622721688,0.069650781,0.3010262258,0.3484139366,0,0.0041601664,0.2233216066,0.3096266639
"Murina_feae","CHIROPTERA","Carnivore","wild","LC",0,4.0610330533,0.00319244,0.0014,0.0883183238,0.0343282276,22.6812964409,0.073253908,0.245398773,0.2923173017,0.0015337423,0.0012492192,0.2334295757,0.3249394673
"Mus_caroli","RODENTIA","Omnivore","captive","LC",0,2.3903605137,0.00027285,0.0004,0.9098232864,0.0361021617,23.1812662885,0.06587947,"NA","NA","NA","NA",0.2094656922,0.2697727732
"Mus_musculus","RODENTIA","Omnivore","wild","LC",0,"NA","NA","NA","NA",0.0372507353,23.670052599,0.070364428,"NA","NA","NA","NA",0.1922379398,0.2317917993
"Mus_pahari","RODENTIA","Omnivore","captive","LC",0,"NA",0.004656557,0.0011,0.9903494676,0.0347772079,22.8104097074,0.069818081,"NA","NA","NA","NA",0.2231204982,0.2800427807
"Mus_spretus","RODENTIA","Omnivore","captive","LC",0,0.5611842808,0.00038895,0.0004,0.8333688191,0.0393498475,22.7256025849,0.077001339,0.6046511628,0.6759259259,0.007751938,0.0277777778,0.2085142137,0.2711166844
"Muscardinus_avellanarius","RODENTIA","Omnivore","wild","LC",0,1.4430693064,0.00030312,0.0005,0.8388595094,0.0305144738,23.1917779985,0.071602389,0.1904761905,0.4102564103,0,0,0.2373467998,0.3252033496
"Mustela_putorius","CARNIVORA","Carnivore","domestic","LC",0,2.4298545093,0.00091873,0.0006,0.7213273225,0.0248907541,25.9384886094,0.057340813,0.4050632911,0.4487179487,0,0.0085470085,0.2063307922,0.2926326636
"Myocastor_coypus","RODENTIA","Herbivore","wild","LC",0,3.7414453288,0.00148808,0.0014,0.245404234,0.0396464061,23.5056406362,0.080095135,0.2833333333,0.4067085954,0,0.0041928721,0.2330692965,0.3120268328
"Myotis_brandtii","CHIROPTERA","Carnivore","wild","LC",0,"NA",0.00126953,0.0006,"NA",0.0295762914,27.9783552984,0.075913126,"NA","NA","NA","NA",0.2355870523,0.308994709
"Myotis_davidii","CHIROPTERA","Carnivore","wild","LC",0,"NA","NA","NA","NA",0.0346452252,22.5371246918,0.083802364,"NA","NA","NA","NA",0.2430254185,0.3267818818
"Myotis_lucifugus","CHIROPTERA","Carnivore","wild","LC",0,"NA","NA","NA","NA",0.0297426475,27.6155069912,0.075122139,"NA","NA","NA","NA",0.2379537954,0.3243856333
"Myotis_myotis","CHIROPTERA","Carnivore","wild","LC",0,2.3777442172,0.00293636,0.001,0.0703804662,0.0308036364,26.4048754761,0.070607038,0.2913752914,0.3219658977,0.0046728972,0.0040120361,0.2470417272,0.3216872603
"Myrmecophaga_tridactyla","PILOSA","Carnivore","captive","VU",1,1.4920304664,0.00312331,0.0026,0.0347749587,0.036274092,27.771702573,0.084805027,0.3309859155,0.3946902655,0.0046948357,0.0008857396,0.2409682969,0.3291782304
"Nannospalax_galili","RODENTIA","Herbivore","wild","DD","NA",10.2534479574,0.00276005,0.0014,0.1004181026,0.0415012618,22.2802513112,0.06928255,0.2955974843,0.3929098966,0.0031446541,0.0073855244,0.2358055404,0.2910152067
"Nasalis_larvatus","PRIMATES","Herbivore","captive","EN",1,1.2207862093,0.00127063,0.0005,0.4061271589,0.0327346856,22.8275807523,0.098399443,0.3315508021,0.4140127389,0,0.0063694268,0.2673578385,0.3780758017
"Neomonachus_schauinslandi","CARNIVORA","Carnivore","wild","EN",1,"NA","NA","NA","NA",0.0348115902,22.3897288917,0.104592372,"NA","NA","NA","NA",0.262802324,0.3590131221
"Neophocaena_asiaeorientalis","CETARTIODACTYLA","Carnivore","wild","CR",1,0.7479053175,0.003504551,0.0024,0.0481544425,0.0381997166,22.7250600851,0.119965967,0.3441108545,0.4076738609,0,0.0047961631,0.2756307889,0.3591958302
"Noctilio_leporinus","CHIROPTERA","Carnivore","wild","LC",0,3.0410645642,0.00030849,0.0002,0.8547549512,0.035467313,21.3776150104,0.09517205,0.3469387755,0.3761904762,0,0.0047619048,0.2647593517,0.3604203671
"Nomascus_leucogenys","PRIMATES","Herbivore","wild","CR",1,1.3561452306,0.00507116,0.0042,0.0115915627,0.0312855623,22.4339216237,0.102186337,0.3631346578,0.4197730956,0.0066225166,0.0043290043,0.2895235838,0.380048176
"Nycticebus_coucang","PRIMATES","Omnivore","wild","EN",1,2.4442657108,0.00211337,0.001,0.2544531637,0.0346872673,25.6149536841,0.083806165,0.3472222222,0.3804173355,0.0208333333,0.0064308682,0.2560074475,0.3268532451
"Ochotona_princeps","LAGOMORPHA","Herbivore","wild","LC",0,"NA","NA","NA","NA",0.0389119524,19.1033004741,0.07266181,"NA","NA","NA","NA",0.2313013878,0.3131582362
"Octodon_degus","RODENTIA","Herbivore","captive","LC",0,7.587891212,0.00273668,0.0025,0.1402305384,0.0379334654,24.2649763619,0.069254148,0.3794117647,0.3678382282,0.0108267717,0.0067567568,0.2020382937,0.2782926555
"Odobenus_rosmarus","CARNIVORA","Carnivore","wild","VU",1,0.743712353,0.00146923,0.001,0.0693924028,0.0292554192,25.8001627024,0.083422282,0.3230174081,0.3685185185,0.003868472,0.0018518519,0.2522088353,0.3405656037
"Odocoileus_virginianus","CETARTIODACTYLA","Herbivore","wild","LC",0,"NA","NA","NA","NA",0.0291064323,25.6217387825,0.06888982,"NA","NA","NA","NA",0.2130438869,0.3032127612
"Okapia_johnstoni","CETARTIODACTYLA","Herbivore","captive","EN",1,"NA","NA","NA","NA",0.0346472498,22.482329855,0.08656329,"NA","NA","NA","NA",0.2509580042,0.3159126084
"Ondatra_zibethicus","RODENTIA","Omnivore","wild","LC",0,4.7759990601,0.00180924,0.0038,0.4601864554,0.036542088,21.267196723,0.068470852,0.2925170068,0.3400809717,0.0068027211,0,0.2166489765,0.293792198
"Onychomys_torridus","RODENTIA","Omnivore","wild","LC",0,9.4352125834,0.00264422,0.0024,0.1538378087,0.0345896647,22.5150634573,0.065910638,0.2541436464,0.3234984194,0.0018416206,0.0021074816,0.2326463154,0.2776131828
"Orcinus_orca","CETARTIODACTYLA","Carnivore","wild","DD","NA",0.3483287772,0.0009755,0.0006,0.3950750852,0.0328314705,24.9584365748,0.112314903,0.3333333333,0.4646962233,0.0056980057,0.0016420361,0.276331131,0.3546622678
"Orycteropus_afer","TUBULIDENTATA","Carnivore","wild","LC",0,1.3202453975,0.00174877,0.0005,0.184369952,0.0582019807,14.5561307926,0.109573096,0.3074074074,0.3927392739,0,0.00330033,0.267800729,0.3335756017
"Oryctolagus_cuniculus","LAGOMORPHA","Herbivore","wild","EN",1,"NA","NA","NA","NA",0.0338450211,20.9484060195,0.065147393,0.1679566563,0.249463624,0.0015479876,0.0025355959,0.210137931,0.2780780994
"Otolemur_garnettii","PRIMATES","Herbivore","captive","LC",0,4.7649026664,0.00185588,0.0006,0.3275123467,0.0306316831,22.8109472285,0.068193573,0.4038800705,0.3847675569,0.0053191489,0.0009891197,0.2197332582,0.2957584256
"Ovis_aries","CETARTIODACTYLA","Herbivore","domestic","LC",0,1.9421061152,0.00373849,0.0042,0.1365224878,0.0308668043,26.8039688316,0.099422807,0.2177985948,0.3171889839,0,0.0028544244,0.2485243865,0.3199789141
"Ovis_canadensis","CETARTIODACTYLA","Herbivore","NA","EN",1,0.9975715203,0.0007447,0.001,0.3994286181,0.0321717841,25.3930932275,0.09375,"NA",0.3214285714,"NA",0,0.2602040816,0.3092105263
"Pan_paniscus","PRIMATES","Omnivore","wild","EN",1,0.6935889454,"NA","NA","NA",0.0379062416,20.9342301243,0.143039139,0.4263038549,0.4967061924,0.0113636364,0.0065963061,0.3697683868,0.4253263265
"Pan_troglodytes","PRIMATES","Omnivore","captive","EN",1,0.5784518438,0.000366513,0.0019,0.078511305,0.0361202353,22.3039247851,0.135916578,0.4785407725,0.4912790698,0.0021459227,0.0087209302,0.3377971209,0.4081551861
"Panthera_onca","CARNIVORA","Carnivore","captive","NT",1,0.9694603215,0.00080409,0.0013,0.5124210181,0.0295691309,25.4894765839,0.091995529,0.3440860215,0.3392156863,0.0107526882,0.0019607843,0.2939545202,0.3085231275
"Panthera_pardus","CARNIVORA","Carnivore","captive","VU",1,1.4527103131,0.00081605,0.0007,0.3880406682,0.0274902301,27.597223358,0.08180469,0.3501945525,0.3696682464,0.0038910506,0.0023696682,0.2379454927,0.3061101937
"Panthera_tigris","CARNIVORA","Carnivore","captive","EN",1,"NA","NA","NA","NA",0.0306591516,24.9285432655,0.12370793,"NA","NA","NA","NA",0.2987832357,0.3794219154
"Pantholops_hodgsonii","CETARTIODACTYLA","Herbivore","wild","NT",1,"NA","NA","NA","NA",0.0308547639,24.1185831592,0.081119795,"NA","NA","NA","NA",0.2295016077,0.3248751469
"Papio_anubis","PRIMATES","Omnivore","captive","LC",0,1.9137177197,0.00266748,0.0011,0.1264541151,0.0296768255,23.5220009378,0.083078491,0.3508064516,0.3703703704,0.0053835801,0.0024691358,0.2649898029,0.3339081699
"Paradoxurus_hermaphroditus","CARNIVORA","Omnivore","wild","LC",0,2.935265127,0.00465656,0.005,0.1530075511,0.0217894752,25.1837628959,0.049951199,0.2583892617,0.3240067152,0.0011185682,0.0028011204,0.2075119125,0.295603848
"Perognathus_longimembris","RODENTIA","Omnivore","wild","EN",1,8.3970234306,0.00229246,0.0005,0.3458723966,0.0352897267,21.2225730961,0.067673291,0.2215189873,0.3181257707,0,0.0061652281,0.2214708369,0.3075241119
"Peromyscus_maniculatus","RODENTIA","Omnivore","NA","LC",0,27.0247509355,0.00330027,0.0007,0.6334900779,0.0312257106,23.1399595097,0.050785832,0.2276243094,0.255383453,0.0022099448,0.0011333585,0.1914371343,0.2495079189
"Petromus_typicus","RODENTIA","Herbivore","wild","LC",0,8.4359862214,0.00451453,0.005,0.1339020871,0.032709483,21.1769459737,0.074082588,0.4046931408,0.4515964674,0.0116788321,0.0073756432,0.2728834356,0.3299843917
"Phocoena_phocoena","CETARTIODACTYLA","Carnivore","wild","LC",0,2.0190205916,0.00188649,0.0016,0.0878884926,0.036509648,23.524847185,0.10573541,0.2912457912,0.371090448,0.0084175084,0.0059221658,0.2632202052,0.3672187322
"Piliocolobus_tephrosceles","PRIMATES","Herbivore","wild","EN",1,"NA","NA","NA","NA",0.0295956402,23.1685127255,0.086892887,"NA","NA","NA","NA",0.2732810414,0.3666820855
"Pipistrellus_pipistrellus","CHIROPTERA","Carnivore","wild","LC",0,4.5952296921,0.00389383,0.0014,0.1277551347,0.0311451769,24.2165778519,0.07845908,0.2948717949,0.3485193622,0.0064102564,0.0028490028,0.2286339166,0.3430299116
"Pithecia_pithecia","PRIMATES","Omnivore","wild","LC",0,2.2150951569,0.00164099,0.002,0.331214725,0.0313813554,23.7959995014,0.086946499,0.3927765237,0.3818565401,0,0.0031678986,0.2530451192,0.3397264966
"Platanista_gangetica","CETARTIODACTYLA","Carnivore","wild","EN",1,0.1452444316,0.00036651,0.0005,0.7274833929,0.0381822411,22.1131283105,0.13003807,0.5714285714,0.5853658537,0,0,0.3218013719,0.4246214211
"Pongo_abelii","PRIMATES","Omnivore","captive","CR",1,1.1437320729,0.0032076,0.003,0.2106989601,0.0305415469,22.6412869782,0.090441851,"NA","NA","NA","NA",0.2798908042,0.3619967906
"Procavia_capensis","HYRACOIDEA","Herbivore","wild","LC",0,2.6324865652,0.00458903,0.004,0.0816567596,0.0406133046,18.1936763516,0.092684672,0.4121265378,0.4565096181,0.0109564702,0.0073157006,0.2545241287,0.3370277486
"Propithecus_coquereli","PRIMATES","Herbivore","captive","CR",1,"NA","NA","NA","NA",0.0272311432,23.6160536117,0.072489938,"NA","NA","NA","NA",0.2327107254,0.3227619947
"Psammomys_obesus","RODENTIA","Herbivore","captive","LC",0,14.6077135753,0.00169857,0.0005,0.5088973215,0.0391811236,19.3843938626,0.078798392,0.25,0.3757961783,0,0.0021231423,0.2245173592,0.2919675917
"Pteronotus_parnellii","CHIROPTERA","Carnivore","wild","LC",0,2.1302546653,0.0016079,0.001,0.0680552449,0.0270827969,27.7415001464,0.077613194,0.4597156398,0.5035971223,0.0144578313,0.0097205346,0.2856861328,0.3693919945
"Pteronura_brasiliensis","CARNIVORA","Carnivore","wild","EN",1,2.011247935,0.00097472,0.001,0.3997516681,0.0311773611,23.647689521,0.074886157,0.3576388889,0.3636363636,0.0034722222,0.0032467532,0.2346471804,0.3052969607
"Pteropus_alecto","CHIROPTERA","Herbivore","wild","LC",0,"NA","NA","NA","NA",0.0262581744,25.2631847101,0.07923514,"NA","NA","NA","NA",0.2277787292,0.3407353769
"Pteropus_vampyrus","CHIROPTERA","Herbivore","wild","NT",1,1.7207543533,0.00586718,0.0057,0.0157441261,0.0253941026,25.8118972296,0.065840743,0.2169954476,0.2853678254,0.0030349014,0.0016168149,0.2087779344,0.3122011688
"Puma_concolor","CARNIVORA","Carnivore","wild","LC",0,2.343852084,0.00151529,0.0007,0.446979714,0.0254518796,25.6595807275,0.075955449,0.2831858407,0.3886363636,0.0044444444,0.002283105,0.2507952043,0.3139231499
"Pygathrix_nemaeus","PRIMATES","Herbivore","captive","CR",1,1.3138074603,0.00167261,0.0015,0.2355899846,0.0321429852,23.7196502718,0.10195504,0.4476570289,0.5061494797,0.007106599,0.0043082815,0.2955830389,0.379229584
"Rangifer_tarandus","CETARTIODACTYLA","Herbivore","NA","VU",1,3.657486457,0.00280678,0.0025,0.0863480985,0.0334257224,24.352618648,0.081093155,0.404189772,0.4453619598,0.0087010566,0.0058203991,0.2629932209,0.3339890798
"Rattus_norvegicus","RODENTIA","Omnivore","wild","LC",0,15.2699794463,0.0046859,0.0036,0.0286086382,0.0369303982,22.1720059863,0.066762393,"NA","NA","NA","NA",0.23784389,0.3020896274
"Rhinolophus_sinicus","CHIROPTERA","Carnivore","wild","LC",0,1.1009451867,0.00688037,0.0071,0.0422106654,0.0276683032,24.2010883741,0.081769818,0.2337917485,0.3459759482,0.0158415842,0.0074349442,0.2866993222,0.3679622664
"Rhinopithecus_bieti","PRIMATES","Herbivore","wild","EN",1,1.0351651173,0.005867182,0.001,0.3564257295,0.0340074132,23.6275407947,0.115492219,0.6026058632,0.5777777778,0.0248344371,0.0139186296,0.3186206897,0.3813315263
"Rhinopithecus_roxellana","PRIMATES","Herbivore","captive","EN",1,1.0010740005,0.00128013,0.0006,0.345657101,0.034507221,23.0276440531,0.111171961,0.4864864865,0.5113077679,0.0216138329,0.0039447732,0.3121852971,0.3778947368
"Rousettus_aegyptiacus","CHIROPTERA","Herbivore","wild","LC",0,4.5747904182,0.00244141,0.0045,0.4416904198,0.0272439582,23.2972008932,0.077952075,0.3838771593,0.4071601942,0.0077770577,0.0079656863,0.2673200626,0.3467463493
"Saguinus_imperator","PRIMATES","Omnivore","captive","LC",0,2.3764244864,0.00253827,0.0005,0.1516606639,0.0306060131,27.4608261361,0.087676028,0.4712005552,0.5050816138,0.0154820549,0.0118159204,0.2628425498,0.3534721211
"Saiga_tatarica","CETARTIODACTYLA","Herbivore","captive","CR",1,1.0567799944,0.00197476,0.0006,0.2495347356,0.030065327,24.1135678615,0.080256016,0.5251141553,0.5201177625,0.0108024691,0.0109670987,0.253445976,0.3480631683
"Saimiri_boliviensis","PRIMATES","Omnivore","captive","LC",0,1.6809374019,0.00131856,0.0006,0.3898543187,0.0275412202,24.5809712974,0.075673107,0.4598269468,0.4797101449,0.0164141414,0.0072674419,0.2653458826,0.3449530193
"Scalopus_aquaticus","EULIPOTYPHLA","Omnivore","wild","LC",0,4.3413628738,0.00092818,0.0005,0.8072037158,0.0269703339,22.7099259936,0.069410633,0.4338235294,0.4394618834,0,0,0.2365169458,0.3192754769
"Semnopithecus_entellus","PRIMATES","Herbivore","captive","LC",0,1.495159814,0.0020818,0.002,0.2094557827,0.0299385253,23.6254377771,0.093035448,0.4890939597,0.5353145504,0.0110826939,0.0058616647,0.2999204455,0.3848670757
"Sigmodon_hispidus","RODENTIA","Omnivore","captive","LC",0,"NA",0.00015654,0.0001,0.8442452385,0.0385688015,21.8121856345,0.065991728,"NA","NA","NA","NA",0.2247552273,0.2859821236
"Solenodon_paradoxus","EULIPOTYPHLA","Omnivore","wild","LC",0,2.6151143311,0.00094943,0.0005,0.3649926278,0.0446288049,17.2342395273,0.119040858,0.3715846995,0.4489795918,0.0072859745,0.0034013605,0.3122529644,0.3857047513
"Sorex_araneus","EULIPOTYPHLA","Omnivore","wild","LC",0,"NA","NA","NA","NA",0.0396564915,20.3745729204,0.077663585,"NA","NA","NA","NA",0.2463386696,0.316353227
"Spermophilus_dauricus","RODENTIA","Omnivore","wild","LC",0,5.1215417958,0.0027549,0.002,0.070139453,0.0354586097,24.6751095465,0.103064121,0.3494318182,0.3425324675,0,0.0064935065,0.2791960263,0.3486729452
"Spilogale_gracilis","CARNIVORA","Omnivore","wild","LC",0,4.7573867285,0.00134591,0.0006,0.4308556081,0.0284220404,22.13200377,0.070574467,0.3091603053,0.3527336861,0.0114503817,0.0035273369,0.2326765236,0.3245279904
"Suricata_suricatta","CARNIVORA","Omnivore","captive","LC",0,3.6147826293,0.0041338,0.0052,0.0917785995,0.0291273693,24.287033725,0.071332473,0.292184076,0.3437072503,0.0036523009,0.0041039672,0.2267986659,0.3141056596
"Sus_scrofa","CETARTIODACTYLA","Omnivore","domestic","LC",0,4.5117709892,0.00464626,0.001,0.1867682823,0.0295868855,20.82530887,0.070173093,"NA","NA","NA","NA",0.2447935942,0.3320904084
"Tadarida_brasiliensis","CHIROPTERA","Carnivore","wild","LC",0,5.5862219572,0.00757644,0.008,0.0148284359,0.0338995913,23.0013770022,0.083711577,0.1886608016,0.2636641889,0.0009775171,0.0034995626,0.2532491955,0.338870494
"Tamandua_tetradactyla","PILOSA","Carnivore","captive","LC",0,4.6947954684,0.00558633,0.007,0.0710310889,0.0466290359,21.2903993512,0.101561436,0.4723127036,0.4750617284,0.0136581764,0.0078503424,0.273255814,0.3282641755
"Tapirus_indicus","PERISSODACTYLA","Herbivore","captive","EN",1,1.6163937281,0.00083614,0.0004,0.5117270658,0.0348229226,20.6344702307,0.098076369,0.4651162791,0.4875100725,0.013671875,0.0032310178,0.2875314303,0.3480943408
"Tapirus_terrestris","PERISSODACTYLA","Herbivore","captive","VU",1,1.8643311982,0.00343888,0.0044,0.0766689131,0.0304505597,22.6657689857,0.085097569,0.3104041273,0.3939079266,0.0017196905,0.0020775623,0.2523924515,0.338694349
"Thryonomys_swinderianus","RODENTIA","Herbivore","wild","LC",0,7.5919067226,0.0034472,0.0035,0.0848938411,0.0347050515,21.4815818713,0.078396775,0.2239583333,0.350140056,0,0.0018674136,0.2579111775,0.3171851592
"Tolypeutes_matacus","CINGULATA","Carnivore","captive","NT",1,0.8242986466,0.00300052,0.001,0.098745106,0.0406875473,25.2710078281,0.096463242,0.3773584906,0.3765903308,0.0063291139,0.0025510204,0.2698141828,0.3492521985
"Tonatia_saurophila","CHIROPTERA","Omnivore","wild","LC",0,4.0792070858,0.0029845,0.0026,0.1095182754,0.0274851276,25.4975008539,0.064230524,0.264,0.32138391,0.0021818182,0.0008336807,0.2188718482,0.3124419361
"Tragulus_javanicus","CETARTIODACTYLA","Herbivore","captive","DD","NA",5.5787694756,0.00483499,0.0052,0.1797699271,0.0304540319,23.3603197355,0.078015772,0.5698529412,0.5550964187,0.0234567901,0.0180055402,0.2505746332,0.3422944122
"Trichechus_manatus","SIRENIA","Herbivore","captive","EN",1,1.8160702432,0.00137025,0.0005,0.5253647987,0.0338240683,21.5477673944,0.095679833,0.3804627249,0.4604141291,0,0.0048721072,0.2729505275,0.3644621165
"Tupaia_chinensis","SCANDENTIA","Omnivore","captive","LC",0,7.5776398675,0.00442981,0.0028,0.0126248206,0.036665249,21.0741663516,0.078029912,0.3139643861,0.341438179,0.0103189493,0.0056965303,0.2242318932,0.2892335766
"Tupaia_tana","SCANDENTIA","Omnivore","captive","LC",0,4.1561359955,0.0036735,0.0011,0.1587252967,0.0312477808,25.9740687183,0.060440058,0.414893617,0.271641791,0.0053475936,0.0059701493,0.2223587224,0.2689703808
"Tursiops_truncatus","CETARTIODACTYLA","Carnivore","wild","LC",0,1.1337238009,0.00124103,0.0006,0.3526988267,0.0307015557,24.7448794839,0.091822274,0.3446153846,0.4223433243,0.0030959752,0.002728513,0.2889877642,0.3683274021
